cell_type,gene,variance,variance_rank
PT,DDOST,0.35586429960322946,2302
PT,MYLK,0.3556074585278306,2303
PT,NUDT5,0.35530137754768154,2304
PT,GSN,0.3552135932169227,2305
PT,ZCRB1,0.35519852699919785,2306
PT,SRSF10,0.3551554565656718,2307
PT,OS9,0.355004575940251,2308
PT,KPNB1,0.35473484862024224,2309
PT,WDR6,0.35465945348325517,2310
PT,NUDT22,0.35425356945913844,2311
PT,TIMMDC1,0.35413388113534705,2312
PT,PCM1,0.3536008730820117,2313
PT,TRIM38,0.35354057314041615,2314
PT,NR4A1,0.3532647041019214,2315
PT,JMJD1C,0.35304920419262786,2316
PT,CAMLG,0.3530291570071268,2317
PT,MYL9,0.3518536402027504,2318
PT,CXCL2,0.3515153069607343,2319
PT,LINC00116,0.3512040051517806,2320
PT,CENPF,0.35100494618776296,2321
PT,MSI2,0.35095224713587037,2322
PT,QTRT1,0.3507604883151546,2323
PT,TPCN1,0.35043210892601406,2324
PT,PURA,0.3503388060931379,2325
PT,TXNDC9,0.34986554743683934,2326
PT,MFF,0.34962221443214914,2327
PT,UQCC3,0.3492691699503099,2328
PT,PNPLA2,0.34918684202479666,2329
PT,RAB32,0.3490513983932773,2330
PT,ZBTB38,0.3479199285150433,2331
PT,GSPT1,0.34789682994767424,2332
PT,MRPL11,0.347344085020765,2333
PT,ABCC4,0.3473430875974643,2334
PT,CKLF,0.3467169451086754,2335
PT,TAF7,0.3467035736988049,2336
PT,BCL2L1,0.3465950934723817,2337
PT,ABHD14A,0.34630622525316396,2338
PT,CREG1,0.3460223438976137,2339
PT,CTSF,0.3460086435559199,2340
PT,TTC37,0.34592427880135324,2341
PT,CLNS1A,0.34591793939026766,2342
PT,BGN,0.34542043262265143,2343
PT,PIK3R1,0.3452369091895223,2344
PT,MGLL,0.3451316409986759,2345
PT,GNPDA1,0.3450861528659577,2346
PT,APEH,0.3450263379464408,2347
PT,PLXNB1,0.344523193137144,2348
PT,SMAD5,0.34417846270021135,2349
PT,SCAMP2,0.3440871059210362,2350
PT,PAFAH1B3,0.34359022018187824,2351
PT,METAP2,0.34300983268201185,2352
PT,HSDL2,0.3428103993396081,2353
PT,PNN,0.3426542299093908,2354
PT,POP5,0.3423528409721676,2355
PT,SLC8A1,0.3422433769314252,2356
PT,EMX2OS,0.342181381011772,2357
PT,COA6,0.34214552904592477,2358
PT,TPRKB,0.34192148208329803,2359
PT,SMARCA5,0.34172133078806666,2360
PT,OSBPL9,0.34163205917012407,2361
