latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,cell_type,condition
1.5788852,3.600719,-3.4169533,-6.083034,-0.1851558,1.0775987,1.7692873,-2.5337808,-2.1816406,-0.4582649,3.2978928,-0.61047995,-2.425871,3.4362502,3.477752,-1.6438421,4.638708,-0.17682742,-1.4989837,-0.04720033,-1.3392045,-2.767467,2.579372,5.8701234,-2.795547,-2.6494095,1.8439932,-2.2221963,-3.6662092,-1.34265,-1.1808127,-3.8518746,CNT,AKI
1.2439882,0.8238886,-1.9030396,-4.0149612,3.8251877,3.538589,3.6647758,-5.5202966,-4.1793833,-0.7259196,0.57836217,-2.4215481,0.25736204,2.2914734,4.088054,-1.463788,3.7564898,-4.072355,-4.0879374,-1.8464408,-7.103746,-0.25837228,1.5496563,3.1685472,-5.9641585,-1.6505972,2.5518289,-3.4112055,-0.97895026,1.3641707,2.0638554,-2.734107,CNT,AKI
-0.64584094,2.0390394,-1.060937,-0.8511936,-2.1885962,1.9263153,-1.4462916,1.9477183,-0.37694493,-1.1493224,1.1353941,-0.37739038,-1.567262,1.4206386,-2.3115401,1.7426709,-1.5190135,-1.2669629,1.941893,-1.1798922,4.1929574,-4.122867,0.5543953,-0.31702232,2.8595405,0.424426,-0.6637186,0.75756216,-2.8964424,-0.54046905,-2.6226835,-1.0818481,CNT,Ref
0.9066214,4.5193315,-5.909945,-8.806364,2.5433633,2.7060292,3.6601806,-6.5736837,-4.6572886,1.2801093,3.015575,-3.5451808,-2.5344112,5.587368,6.552795,-2.0879538,6.619515,-4.907643,-4.4123263,1.0009336,-8.858579,-1.7787946,3.5803812,7.3002534,-7.3579435,-4.7465887,4.6604342,-5.4060173,-4.690434,-0.547338,0.58467525,-3.3420901,CNT,AKI
-1.8322232,4.277234,-3.4721022,-2.391115,-3.9706194,1.9916877,-2.7722342,2.333597,-3.1654863,-2.826912,1.9605532,-1.1774061,-5.1778197,2.7585504,-1.5448861,3.465177,-1.5108767,-1.8946408,0.8655485,-1.8608137,3.4165225,-4.748468,0.41134953,-0.9420284,2.7229195,1.9309403,-1.8133483,-1.0423813,-2.60031,0.57879776,-4.5470104,-1.6182789,CNT,Ref
-1.838556,0.23837784,-1.1140286,0.12936853,-1.2803442,1.6297516,-1.0916692,0.89615417,-0.83712405,-1.5584847,0.0069621075,-1.127489,-0.33964258,0.37035516,-2.1948264,2.1015306,-0.6994054,-0.68168867,1.5271463,-2.0885985,1.8242334,-1.3724377,-1.4182982,-1.4267163,1.2227019,1.1117787,-0.3873764,1.455315,-0.84426475,0.28640193,-1.1559213,-1.3312732,CNT,Ref
-3.4483085,5.1491437,-4.8387203,-2.6856656,-5.673366,2.233073,-4.4246354,3.7393298,-4.018844,-3.4440823,2.13039,-2.083221,-6.692129,3.3673246,-2.8128119,5.386023,-2.4675646,-2.212955,1.9710569,-2.6104045,4.337751,-6.244766,-0.3132599,-2.0092607,3.3288484,2.386574,-1.9459627,-0.6395378,-3.5846417,0.6064326,-5.3147664,-1.4087176,CNT,Ref
-4.809723,7.8304543,-7.547312,-4.2923074,-8.260092,2.920922,-5.8975115,5.9746675,-5.9759355,-5.068245,3.5092573,-2.3997474,-10.015665,4.9847183,-3.7773695,7.4104695,-3.4674497,-2.8020504,2.7711296,-3.61019,6.0231066,-9.436948,-0.36023688,-1.7942674,4.8814936,3.27702,-3.0142543,-1.179858,-5.319698,0.79893404,-7.9776497,-1.9923842,CNT,Ref
-2.1408446,0.37293106,-1.4288259,0.12952136,-1.4309175,1.6877099,-1.386248,1.1140065,-1.0332879,-1.6906023,-0.09568981,-1.3811733,-0.57626534,0.63922685,-2.2059238,2.3096347,-0.71351486,-0.8933668,1.591796,-2.3013754,1.5708772,-1.4294784,-1.355526,-1.7318019,1.2814409,1.448618,-0.44467843,1.3313334,-0.7096569,0.3916175,-1.3830452,-1.23459,CNT,Ref
0.36112082,1.5407091,-2.2563486,-3.1522522,0.49849164,2.0358098,1.0909008,-2.155788,-2.728465,0.030014426,1.2633319,-2.3548253,-1.0410935,0.7691927,1.4052618,0.40686312,3.0490983,-0.60058767,-1.9505615,-0.8794363,-3.9447927,-1.3841027,0.4808916,2.5479674,-2.661519,-0.538451,2.725168,-0.7748506,-2.047526,0.9716047,0.66056484,-1.7559503,CNT,AKI
